customerID,ChurnProbability,risk_tier,Contract,tenure,MonthlyCharges
6567-HOOPW,0.789417328011175,High Risk,Month-to-month,1,79.2
1624-NALOJ,0.7887693696073342,High Risk,Month-to-month,5,89.8
2725-KXXWT,0.7882635807099774,High Risk,Month-to-month,1,90.75
7526-BEZQB,0.7882443491633351,High Risk,Month-to-month,12,96.05
4548-SDBKE,0.787850730368724,High Risk,Month-to-month,5,85.2
4988-IQIGL,0.7874186175436484,High Risk,Month-to-month,1,75.35
3621-CEOVK,0.7868888810482477,High Risk,Month-to-month,14,100.2
4102-OQUPX,0.7866534084477583,High Risk,Month-to-month,1,74.4
7228-OMTPN,0.7863103532618523,High Risk,Month-to-month,4,88.45
8580-AECUZ,0.786300222359723,High Risk,Month-to-month,1,79.1
6894-LFHLY,0.7857247237437632,High Risk,Month-to-month,1,75.75
3452-GWUIN,0.785474951790819,High Risk,Month-to-month,19,94.95
1564-NTYXF,0.7852281910989167,High Risk,Month-to-month,13,82.0
3727-RJMEO,0.7839539559487368,High Risk,Month-to-month,6,82.85
1389-CXMLU,0.7838610083629179,High Risk,Month-to-month,3,91.05
0697-ZMSWS,0.783389857746359,High Risk,Month-to-month,4,85.65
0236-HFWSV,0.7831761328363966,High Risk,Month-to-month,15,93.35
2462-XIIJB,0.7828512154527264,High Risk,Month-to-month,5,92.5
9248-OJYKK,0.7827368413016573,High Risk,Month-to-month,1,76.45
4094-NSEDU,0.7822071296592944,High Risk,Month-to-month,21,94.25
1579-KLYDT,0.7805025990619561,High Risk,Month-to-month,7,90.45
4192-GORJT,0.7800344877398065,High Risk,Month-to-month,5,94.45
3643-AHCFP,0.779137384045405,High Risk,Month-to-month,7,95.6
1197-BVMVG,0.7781813405075156,High Risk,Month-to-month,4,74.45
6108-OQZDQ,0.7780118065196968,High Risk,Month-to-month,4,97.95
1626-ERCMM,0.7779988213940658,High Risk,Month-to-month,20,94.55
5299-SJCZT,0.7778943103974566,High Risk,Month-to-month,3,101.55
4713-LZDRV,0.7776267542557075,High Risk,Month-to-month,2,79.6
3318-NMQXL,0.7766090833747612,High Risk,Month-to-month,3,92.0
3097-NQYSN,0.7763107932439174,High Risk,Month-to-month,2,86.85
0722-TROQR,0.7762157278507229,High Risk,Month-to-month,4,74.9
4140-MUHUG,0.7753250783191973,High Risk,Month-to-month,3,86.85
0680-DFNNY,0.7748505008899974,High Risk,Month-to-month,15,101.1
2990-HWIML,0.7741752025155846,High Risk,Month-to-month,6,89.5
9231-ZJYAM,0.7741744291237201,High Risk,Month-to-month,4,78.85
7779-LGOVN,0.7733998763201712,High Risk,Month-to-month,10,86.65
8357-EQXFO,0.7733618879955664,High Risk,Month-to-month,7,95.35
7576-OYWBN,0.773170880223864,High Risk,Month-to-month,3,76.05
3178-FESZO,0.771918218577425,High Risk,Month-to-month,1,100.25
6161-UUUTA,0.7715549190762111,High Risk,Month-to-month,3,79.9
0655-RBDUG,0.7704365171929607,High Risk,Month-to-month,7,98.05
6015-VVHHE,0.7699965976062455,High Risk,Month-to-month,5,83.15
9025-AOMKI,0.7689767426435111,High Risk,Month-to-month,6,93.55
8258-GSTJK,0.768940620827245,High Risk,Month-to-month,3,77.0
8931-GJJIQ,0.7689333546200171,High Risk,Month-to-month,9,83.3
4951-UKAAQ,0.7686349247478054,High Risk,Month-to-month,4,88.95
2027-FECZV,0.7682655164591566,High Risk,Month-to-month,12,106.7
4086-YQSNZ,0.768016075878739,High Risk,Month-to-month,3,80.4
5956-VKDTT,0.7678757743750726,High Risk,Month-to-month,5,74.35
0916-QOFDP,0.7678262735907276,High Risk,Month-to-month,14,95.8
2672-HUYVI,0.7670410638327221,High Risk,Month-to-month,6,91.1
6328-ZPBGN,0.7668754886595707,High Risk,Month-to-month,11,95.15
1173-XZPYF,0.7668043158101366,High Risk,Month-to-month,11,89.2
0325-XBFAC,0.7667194539320059,High Risk,Month-to-month,8,94.7
5698-BQJOH,0.7662084937642443,High Risk,Month-to-month,9,94.4
4060-LDNLU,0.7660106349476644,High Risk,Month-to-month,7,96.2
9290-SHCMB,0.7659150916382367,High Risk,Month-to-month,13,96.85
1925-TIBLE,0.765885392352429,High Risk,Month-to-month,7,86.5
4929-XIHVW,0.7653347944168633,High Risk,Month-to-month,2,95.5
3387-VATUS,0.7651839275079009,High Risk,Month-to-month,5,94.85
6734-GMPVK,0.7639866601215112,High Risk,Month-to-month,5,105.3
8087-LGYHQ,0.7637840293107342,High Risk,Month-to-month,9,94.05
2123-AGEEN,0.7632792525998574,High Risk,Month-to-month,7,84.35
9189-JWSHV,0.763053177912938,High Risk,Month-to-month,24,93.55
7503-ZGUZJ,0.7629284340952095,High Risk,Month-to-month,1,84.65
6979-ZNSFF,0.762627705951719,High Risk,Month-to-month,8,87.05
0702-PGIBZ,0.7625804321753442,High Risk,Month-to-month,4,101.7
6688-UZPWD,0.7625703489453711,High Risk,Month-to-month,11,102.0
9944-HKVVB,0.7624478415010643,High Risk,Month-to-month,3,95.1
8382-SHQEH,0.7624475223631898,High Risk,Month-to-month,8,84.9
9809-IMGCQ,0.7618525541021662,High Risk,Month-to-month,22,96.7
4415-IJZTP,0.7612952548275289,High Risk,Month-to-month,1,74.5
9223-UCPVT,0.7612278343678059,High Risk,Month-to-month,1,94.4
7181-BQYBV,0.7610551748890466,High Risk,Month-to-month,1,102.45
9451-LPGOO,0.7610256380566348,High Risk,Month-to-month,7,86.8
5644-PDMZC,0.7606267344948351,High Risk,Month-to-month,2,89.5
2691-NZETQ,0.7606257918536291,High Risk,Month-to-month,9,85.35
4514-GFCFI,0.7605172189121061,High Risk,Month-to-month,16,84.75
4273-MBHYA,0.7605103725999016,High Risk,Month-to-month,1,89.35
5956-YHHRX,0.7605039394515746,High Risk,Month-to-month,21,104.35
9957-YODKZ,0.760496069792125,High Risk,Month-to-month,6,80.8
2215-ZAFGX,0.7599361790958957,High Risk,Month-to-month,9,85.5
4228-ZGYUW,0.7598210278319738,High Risk,Month-to-month,4,90.05
7120-RFMVS,0.759710951605977,High Risk,Month-to-month,1,84.5
6857-VWJDT,0.7596065840604221,High Risk,Month-to-month,1,95.65
7156-MHUGY,0.7592800344636225,High Risk,Month-to-month,13,90.5
6210-KBBPI,0.7592442400574377,High Risk,Month-to-month,9,99.45
7330-WZLNC,0.759129931968689,High Risk,Month-to-month,5,90.8
5597-GLBUC,0.7589921587195242,High Risk,Month-to-month,1,85.45
8816-VXNZD,0.7585339414971085,High Risk,Month-to-month,1,75.1
9124-LHCJQ,0.7582473432733303,High Risk,Month-to-month,1,85.45
3462-BJQQA,0.757985171649674,High Risk,Month-to-month,6,89.75
2202-CUYXZ,0.7578860255421838,High Risk,Month-to-month,1,84.85
7074-IEVOJ,0.7577034666215908,High Risk,Month-to-month,3,79.4
5052-PNLOS,0.7567125479540553,High Risk,Month-to-month,3,105.35
8780-IXSTS,0.7563618825107306,High Risk,Month-to-month,6,90.1
5229-PRWKT,0.756185679006168,High Risk,Month-to-month,8,86.55
6892-EZDTG,0.7559646148844782,High Risk,Month-to-month,4,91.65
6358-LYNGM,0.7555676851873768,High Risk,Month-to-month,1,74.9
5348-CAGXB,0.7553984717224528,High Risk,Month-to-month,12,89.55
1157-BQCUW,0.7553346724799889,High Risk,Month-to-month,1,74.95
6229-LSCKB,0.754719875768486,High Risk,Month-to-month,6,79.7
1452-VOQCH,0.754634733741367,High Risk,Month-to-month,1,75.1
5955-ERIHD,0.7546331185905659,High Risk,Month-to-month,18,94.7
1567-DSCIC,0.7546316807230522,High Risk,Month-to-month,8,94.0
3096-GKWEB,0.754399504570861,High Risk,Month-to-month,18,94.75
7209-JCUDS,0.7538699574812129,High Risk,Month-to-month,10,94.9
9787-XVQIU,0.7536993821824026,High Risk,Month-to-month,1,75.3
8058-INTPH,0.7535822225415789,High Risk,Month-to-month,1,79.65
5834-ASPWA,0.7529962950459147,High Risk,Month-to-month,1,75.45
8740-CRYFY,0.7529289171887424,High Risk,Month-to-month,1,78.95
6615-NGGZJ,0.7526033794764769,High Risk,Month-to-month,14,100.55
5960-WPXQM,0.752459357837598,High Risk,Month-to-month,1,79.05
9094-AZPHK,0.7523287945851079,High Risk,Month-to-month,15,100.15
0365-BZUWY,0.7523179815170692,High Risk,Month-to-month,17,102.55
7402-EYFXX,0.7521502187593738,High Risk,Month-to-month,26,93.6
8808-ELEHO,0.751588995241559,High Risk,Month-to-month,8,81.25
8168-UQWWF,0.7513914202017099,High Risk,Month-to-month,11,97.85
1450-GALXR,0.7512459934787816,High Risk,Month-to-month,10,98.5
5494-HECPR,0.7507608963612532,High Risk,Month-to-month,1,80.25
9306-CPCBC,0.7503773726260745,High Risk,Month-to-month,3,74.25
7817-BOQPW,0.7503669076378826,High Risk,Month-to-month,2,75.55
2514-GINMM,0.7503389401219578,High Risk,Month-to-month,1,79.5
4844-JJWUY,0.7503243690941985,High Risk,Month-to-month,1,86.0
1761-AEZZR,0.750102591518557,High Risk,Month-to-month,1,79.55
0094-OIFMO,0.7500779538772949,High Risk,Month-to-month,11,95.0
3398-FSHON,0.7499598923762392,High Risk,Month-to-month,12,91.3
9334-GWGOW,0.7497155095758761,High Risk,Month-to-month,7,74.85
9725-SCPZG,0.749597881610049,High Risk,Month-to-month,1,90.85
8510-AWCXC,0.7495856908837583,High Risk,Month-to-month,13,100.8
2609-IAICY,0.7489361805697818,High Risk,Month-to-month,1,77.15
1618-CFHME,0.7487094602562829,High Risk,Month-to-month,2,75.9
5349-IECLD,0.7486902367871349,High Risk,Month-to-month,2,94.95
7130-VTEWQ,0.748637339378004,High Risk,Month-to-month,8,75.75
1200-TUZHR,0.7485711359730638,High Risk,Month-to-month,8,85.2
0495-RVCBF,0.7483531660462774,High Risk,Month-to-month,1,79.7
9300-RENDD,0.7482064370013171,High Risk,Month-to-month,1,79.95
0709-TVGUR,0.7481728783099214,High Risk,Month-to-month,9,74.55
7249-WBIYX,0.7481067833408664,High Risk,Month-to-month,10,85.6
3372-KWFBM,0.7479441300706225,High Risk,Month-to-month,16,86.6
1941-HOSAM,0.7477896614659537,High Risk,Month-to-month,1,90.1
2982-IHMFT,0.7477116512969612,High Risk,Month-to-month,1,74.45
0011-IGKFF,0.7472190029629846,High Risk,Month-to-month,13,98.0
2077-MPJQO,0.747103161596141,High Risk,Month-to-month,7,75.4
4090-KPJIP,0.7470552752820722,High Risk,Month-to-month,3,74.95
1981-INRFU,0.7469762621619175,High Risk,Month-to-month,2,79.75
7294-TMAOP,0.7466607023593627,High Risk,Month-to-month,1,90.55
7613-LLQFO,0.7466084438008701,High Risk,Month-to-month,12,84.45
6860-YRJZP,0.7465566469126642,High Risk,Month-to-month,9,74.05
2868-MZAGQ,0.7464990940355791,High Risk,Month-to-month,1,79.25
4112-LUEIZ,0.7464783680768483,High Risk,Month-to-month,10,89.5
5797-APWZC,0.7464220484316706,High Risk,Month-to-month,1,90.6
9402-ORRAH,0.7463443650756869,High Risk,Month-to-month,15,91.5
3295-YVUSR,0.7463428993494726,High Risk,Month-to-month,2,72.6
0404-SWRVG,0.745673578420638,High Risk,Month-to-month,3,74.4
2454-RPBRZ,0.745356048678315,High Risk,Month-to-month,12,98.1
7439-DKZTW,0.7453443606723719,High Risk,Month-to-month,1,80.55
3006-XIMLN,0.7451795127498658,High Risk,Month-to-month,2,94.2
7548-SEPYI,0.7449131320482525,High Risk,Month-to-month,5,96.25
4529-CKBCL,0.7448248044032191,High Risk,Month-to-month,2,80.2
3292-PBZEJ,0.7447918584035299,High Risk,Month-to-month,11,111.4
0195-IESCP,0.7447241638420264,High Risk,Month-to-month,10,85.25
0334-GDDSO,0.7445527031294286,High Risk,Month-to-month,3,81.35
1320-HTRDR,0.7444246264797144,High Risk,Month-to-month,3,75.5
3338-CVVEH,0.7434268674042617,High Risk,Month-to-month,12,94.55
0880-TKATG,0.7431427210975572,High Risk,Month-to-month,4,101.15
3217-FZDMN,0.7430572413312362,High Risk,Month-to-month,8,94.45
4581-SSPWD,0.7429821769458439,High Risk,Month-to-month,3,75.8
8622-ZLFKO,0.7429216731247313,High Risk,Month-to-month,6,90.75
9837-BMCLM,0.7427233986074518,High Risk,Month-to-month,3,78.5
7760-OYPDY,0.7426613551764528,High Risk,Month-to-month,2,80.65
5561-NWEVX,0.7426000402099234,High Risk,Month-to-month,2,79.2
5995-SNNEW,0.7424837249546582,High Risk,Month-to-month,23,104.45
1678-FYZOW,0.7424309172068947,High Risk,Month-to-month,3,79.4
9919-KNPOO,0.7420266155871443,High Risk,Month-to-month,21,94.3
0220-EBGCE,0.7420138116646882,High Risk,Month-to-month,2,85.85
4234-XTNEA,0.7419890093934494,High Risk,Month-to-month,2,79.95
0637-KVDLV,0.7418168582461656,High Risk,Month-to-month,2,76.5
9172-ANCRX,0.7417976442331966,High Risk,Month-to-month,10,98.7
4614-NUVZD,0.7416443775087929,High Risk,Month-to-month,1,81.1
3473-XIIIT,0.7414634022832834,High Risk,Month-to-month,16,100.0
9885-CSMWE,0.7411548002087143,High Risk,Month-to-month,1,78.45
7079-QRCBC,0.7408235424868644,High Risk,Month-to-month,24,98.75
9689-PTNPG,0.7405376046073827,High Risk,Month-to-month,2,80.25
2180-DXNEG,0.7402581029500354,High Risk,Month-to-month,12,96.0
0318-QUUOB,0.7398914852474976,High Risk,Month-to-month,1,80.55
8083-YTZES,0.7396583386036354,High Risk,Month-to-month,4,74.35
2235-DWLJU,0.7393212929892076,High Risk,Month-to-month,6,44.4
6457-USBER,0.7390289616527118,High Risk,Month-to-month,1,80.8
2985-FMWYF,0.7388045195203683,High Risk,Month-to-month,23,93.5
5889-LFOLL,0.7385714154970261,High Risk,Month-to-month,13,84.6
8118-LSUEL,0.7385137582069619,High Risk,Month-to-month,23,106.4
8752-STIVR,0.7380764782729186,High Risk,Month-to-month,4,79.0
2645-QTLMB,0.7379744532156578,High Risk,Month-to-month,7,94.25
4021-RQSNY,0.7379667575186226,High Risk,Month-to-month,29,98.5
5419-CONWX,0.737897903073046,High Risk,Month-to-month,4,99.8
2004-OCQXK,0.7375147630421492,High Risk,Month-to-month,1,81.95
4749-OJKQU,0.7374144813697386,High Risk,Month-to-month,4,75.65
3519-ZKXGG,0.7372522858310392,High Risk,Month-to-month,3,75.85
7029-RPUAV,0.7371851324699554,High Risk,Month-to-month,17,100.45
6892-XPFPU,0.7371535093659745,High Risk,Month-to-month,24,104.25
3045-XETSH,0.7371147985397376,High Risk,Month-to-month,10,94.85
6357-JJPQT,0.737089169009783,High Risk,Month-to-month,3,80.5
8242-SOQUO,0.7367001846074124,High Risk,Month-to-month,5,84.7
2516-VQRRV,0.7366215406432132,High Risk,Month-to-month,2,75.45
4952-YSOGZ,0.7362520207794436,High Risk,Month-to-month,4,85.95
8086-OVPWV,0.7356199144472408,High Risk,Month-to-month,2,80.2
7235-NXZCP,0.7354485220955496,High Risk,Month-to-month,2,74.85
7858-GTZSP,0.735382287068413,High Risk,Month-to-month,12,86.55
7206-GZCDC,0.7348410232073765,High Risk,Month-to-month,1,69.25
8775-ERLNB,0.7347847312330945,High Risk,Month-to-month,1,74.3
6087-MVHJH,0.7347557435874088,High Risk,Month-to-month,16,88.45
7938-OUHIO,0.7347216343326248,High Risk,Month-to-month,3,98.7
1704-NRWYE,0.7345629462665982,High Risk,Month-to-month,9,80.85
2612-RANWT,0.7340544341085996,High Risk,Month-to-month,12,100.15
8875-AKBYH,0.7337018358906605,High Risk,Month-to-month,20,84.35
8348-HFYIV,0.7336616311015083,High Risk,Month-to-month,2,49.25
6326-MTTXK,0.7336154734927688,High Risk,Month-to-month,8,100.85
5835-BEQEU,0.7332832201931272,High Risk,Month-to-month,3,76.95
7145-FEJWU,0.7332163814039898,High Risk,Month-to-month,12,105.3
5382-SOYZL,0.733209548662378,High Risk,Month-to-month,22,95.1
2636-ALXXZ,0.7331171552811054,High Risk,Month-to-month,1,69.6
8375-DKEBR,0.7331171552811054,High Risk,Month-to-month,1,69.6
4871-JTKJF,0.7328703074309848,High Risk,Month-to-month,1,69.65
7969-AULMZ,0.7326522284521023,High Risk,Month-to-month,21,97.35
7341-LXCAF,0.7326474454302406,High Risk,Month-to-month,4,74.65
4795-KTRTH,0.7321906187388165,High Risk,Month-to-month,5,81.0
4210-QFJMF,0.732140718039329,High Risk,Month-to-month,4,79.15
2876-GZYZC,0.7319428819998722,High Risk,Month-to-month,13,85.95
9878-TNQGW,0.7319241149554793,High Risk,Month-to-month,2,80.95
5550-VFRLC,0.7318814662499468,High Risk,Month-to-month,1,69.85
2688-BHGOG,0.7316122808738434,High Risk,Month-to-month,9,79.55
8000-REIQB,0.7313861767612277,High Risk,Month-to-month,1,69.95
1393-IMKZG,0.7313714541499652,High Risk,Month-to-month,1,95.85
8443-ZRDBZ,0.7313161379248075,High Risk,Month-to-month,4,76.05
1960-UYCNN,0.7310120339699764,High Risk,Month-to-month,10,95.25
7493-TPUWZ,0.7307600113719821,High Risk,Month-to-month,1,79.15
5357-TZHPP,0.7306531477218471,High Risk,Month-to-month,9,84.4
1846-XWOQN,0.7303938627935171,High Risk,Month-to-month,1,70.15
9605-WGJVW,0.7301454232595206,High Risk,Month-to-month,1,70.2
8992-JQYUN,0.7290365753168255,High Risk,Month-to-month,1,50.35
8062-YBDOE,0.7287049013485362,High Risk,Month-to-month,1,69.65
2880-FPNAE,0.7286292382057601,High Risk,Month-to-month,2,74.2
2789-HQBOU,0.7284563591217411,High Risk,Month-to-month,3,80.35
8051-HJRLT,0.7284023109264117,High Risk,Month-to-month,1,70.55
5539-TMZLF,0.7282059230217691,High Risk,Month-to-month,1,69.75
2506-TNFCO,0.7277481518412262,High Risk,Month-to-month,1,69.55
0122-OAHPZ,0.7270621058679809,High Risk,Month-to-month,7,73.85
9603-OAIHC,0.7267055415655967,High Risk,Month-to-month,1,70.05
5276-KQWHG,0.7266632513362817,High Risk,Month-to-month,2,69.6
8225-BTJAU,0.7266413876095552,High Risk,Month-to-month,10,79.25
4132-KALRO,0.7262235022298695,High Risk,Month-to-month,4,100.85
4735-ASGMA,0.7258556683159164,High Risk,Month-to-month,26,98.35
2754-SDJRD,0.7258528890887864,High Risk,Month-to-month,8,100.15
9488-HGMJH,0.7253977439505063,High Risk,Month-to-month,1,71.15
9360-OMDZZ,0.7252628166415165,High Risk,Month-to-month,24,94.1
2371-JQHZZ,0.7251070496299398,High Risk,Month-to-month,24,93.0
3878-AVSOQ,0.7248949793165982,High Risk,Month-to-month,1,71.25
