customerID,ChurnProbability,risk_tier,Contract,tenure,MonthlyCharges
1761-AEZZR,0.75,High Risk,Month-to-month,1,79.55
2982-IHMFT,0.75,High Risk,Month-to-month,1,74.45
8808-ELEHO,0.75,High Risk,Month-to-month,8,81.25
1450-GALXR,0.75,High Risk,Month-to-month,10,98.5
0404-SWRVG,0.75,High Risk,Month-to-month,3,74.4
3006-XIMLN,0.75,High Risk,Month-to-month,2,94.2
5834-ASPWA,0.75,High Risk,Month-to-month,1,75.45
4844-JJWUY,0.75,High Risk,Month-to-month,1,86.0
6860-YRJZP,0.75,High Risk,Month-to-month,9,74.05
7294-TMAOP,0.75,High Risk,Month-to-month,1,90.55
2514-GINMM,0.75,High Risk,Month-to-month,1,79.5
1567-DSCIC,0.75,High Risk,Month-to-month,8,94.0
8058-INTPH,0.75,High Risk,Month-to-month,1,79.65
5797-APWZC,0.75,High Risk,Month-to-month,1,90.6
7402-EYFXX,0.75,High Risk,Month-to-month,26,93.6
3372-KWFBM,0.75,High Risk,Month-to-month,16,86.6
9787-XVQIU,0.75,High Risk,Month-to-month,1,75.3
0011-IGKFF,0.75,High Risk,Month-to-month,13,98.0
1452-VOQCH,0.75,High Risk,Month-to-month,1,75.1
5960-WPXQM,0.75,High Risk,Month-to-month,1,79.05
6229-LSCKB,0.75,High Risk,Month-to-month,6,79.7
0094-OIFMO,0.75,High Risk,Month-to-month,11,95.0
1200-TUZHR,0.75,High Risk,Month-to-month,8,85.2
9300-RENDD,0.75,High Risk,Month-to-month,1,79.95
9094-AZPHK,0.75,High Risk,Month-to-month,15,100.15
2077-MPJQO,0.75,High Risk,Month-to-month,7,75.4
2609-IAICY,0.75,High Risk,Month-to-month,1,77.15
4112-LUEIZ,0.75,High Risk,Month-to-month,10,89.5
7249-WBIYX,0.75,High Risk,Month-to-month,10,85.6
9402-ORRAH,0.75,High Risk,Month-to-month,15,91.5
3096-GKWEB,0.75,High Risk,Month-to-month,18,94.75
0495-RVCBF,0.75,High Risk,Month-to-month,1,79.7
0334-GDDSO,0.74,High Risk,Month-to-month,3,81.35
4234-XTNEA,0.74,High Risk,Month-to-month,2,79.95
2004-OCQXK,0.74,High Risk,Month-to-month,1,81.95
3519-ZKXGG,0.74,High Risk,Month-to-month,3,75.85
6457-USBER,0.74,High Risk,Month-to-month,1,80.8
9689-PTNPG,0.74,High Risk,Month-to-month,2,80.25
2235-DWLJU,0.74,High Risk,Month-to-month,6,44.4
0880-TKATG,0.74,High Risk,Month-to-month,4,101.15
7079-QRCBC,0.74,High Risk,Month-to-month,24,98.75
8118-LSUEL,0.74,High Risk,Month-to-month,23,106.4
7760-OYPDY,0.74,High Risk,Month-to-month,2,80.65
9885-CSMWE,0.74,High Risk,Month-to-month,1,78.45
5419-CONWX,0.74,High Risk,Month-to-month,4,99.8
3473-XIIIT,0.74,High Risk,Month-to-month,16,100.0
7858-GTZSP,0.74,High Risk,Month-to-month,12,86.55
3217-FZDMN,0.74,High Risk,Month-to-month,8,94.45
9172-ANCRX,0.74,High Risk,Month-to-month,10,98.7
3338-CVVEH,0.74,High Risk,Month-to-month,12,94.55
0637-KVDLV,0.74,High Risk,Month-to-month,2,76.5
8622-ZLFKO,0.74,High Risk,Month-to-month,6,90.75
4952-YSOGZ,0.74,High Risk,Month-to-month,4,85.95
4581-SSPWD,0.74,High Risk,Month-to-month,3,75.8
1320-HTRDR,0.74,High Risk,Month-to-month,3,75.5
7548-SEPYI,0.74,High Risk,Month-to-month,5,96.25
8083-YTZES,0.74,High Risk,Month-to-month,4,74.35
8242-SOQUO,0.74,High Risk,Month-to-month,5,84.7
2985-FMWYF,0.74,High Risk,Month-to-month,23,93.5
4614-NUVZD,0.74,High Risk,Month-to-month,1,81.1
2645-QTLMB,0.74,High Risk,Month-to-month,7,94.25
0318-QUUOB,0.74,High Risk,Month-to-month,1,80.55
2180-DXNEG,0.74,High Risk,Month-to-month,12,96.0
4529-CKBCL,0.74,High Risk,Month-to-month,2,80.2
5995-SNNEW,0.74,High Risk,Month-to-month,23,104.45
6357-JJPQT,0.74,High Risk,Month-to-month,3,80.5
8086-OVPWV,0.74,High Risk,Month-to-month,2,80.2
4021-RQSNY,0.74,High Risk,Month-to-month,29,98.5
3045-XETSH,0.74,High Risk,Month-to-month,10,94.85
5889-LFOLL,0.74,High Risk,Month-to-month,13,84.6
8752-STIVR,0.74,High Risk,Month-to-month,4,79.0
9919-KNPOO,0.74,High Risk,Month-to-month,21,94.3
0220-EBGCE,0.74,High Risk,Month-to-month,2,85.85
2516-VQRRV,0.74,High Risk,Month-to-month,2,75.45
0195-IESCP,0.74,High Risk,Month-to-month,10,85.25
3292-PBZEJ,0.74,High Risk,Month-to-month,11,111.4
6892-XPFPU,0.74,High Risk,Month-to-month,24,104.25
7235-NXZCP,0.74,High Risk,Month-to-month,2,74.85
5561-NWEVX,0.74,High Risk,Month-to-month,2,79.2
1678-FYZOW,0.74,High Risk,Month-to-month,3,79.4
4749-OJKQU,0.74,High Risk,Month-to-month,4,75.65
9837-BMCLM,0.74,High Risk,Month-to-month,3,78.5
7029-RPUAV,0.74,High Risk,Month-to-month,17,100.45
7938-OUHIO,0.73,High Risk,Month-to-month,3,98.7
5550-VFRLC,0.73,High Risk,Month-to-month,1,69.85
2506-TNFCO,0.73,High Risk,Month-to-month,1,69.55
4795-KTRTH,0.73,High Risk,Month-to-month,5,81.0
8000-REIQB,0.73,High Risk,Month-to-month,1,69.95
1393-IMKZG,0.73,High Risk,Month-to-month,1,95.85
5382-SOYZL,0.73,High Risk,Month-to-month,22,95.1
7206-GZCDC,0.73,High Risk,Month-to-month,1,69.25
8225-BTJAU,0.73,High Risk,Month-to-month,10,79.25
8051-HJRLT,0.73,High Risk,Month-to-month,1,70.55
7341-LXCAF,0.73,High Risk,Month-to-month,4,74.65
8348-HFYIV,0.73,High Risk,Month-to-month,2,49.25
7493-TPUWZ,0.73,High Risk,Month-to-month,1,79.15
4735-ASGMA,0.73,High Risk,Month-to-month,26,98.35
2754-SDJRD,0.73,High Risk,Month-to-month,8,100.15
2789-HQBOU,0.73,High Risk,Month-to-month,3,80.35
8875-AKBYH,0.73,High Risk,Month-to-month,20,84.35
9360-OMDZZ,0.73,High Risk,Month-to-month,24,94.1
9605-WGJVW,0.73,High Risk,Month-to-month,1,70.2
5357-TZHPP,0.73,High Risk,Month-to-month,9,84.4
9878-TNQGW,0.73,High Risk,Month-to-month,2,80.95
6087-MVHJH,0.73,High Risk,Month-to-month,16,88.45
5835-BEQEU,0.73,High Risk,Month-to-month,3,76.95
8062-YBDOE,0.73,High Risk,Month-to-month,1,69.65
6326-MTTXK,0.73,High Risk,Month-to-month,8,100.85
9603-OAIHC,0.73,High Risk,Month-to-month,1,70.05
8992-JQYUN,0.73,High Risk,Month-to-month,1,50.35
2371-JQHZZ,0.73,High Risk,Month-to-month,24,93.0
8775-ERLNB,0.73,High Risk,Month-to-month,1,74.3
7145-FEJWU,0.73,High Risk,Month-to-month,12,105.3
1846-XWOQN,0.73,High Risk,Month-to-month,1,70.15
8375-DKEBR,0.73,High Risk,Month-to-month,1,69.6
5539-TMZLF,0.73,High Risk,Month-to-month,1,69.75
1704-NRWYE,0.73,High Risk,Month-to-month,9,80.85
1960-UYCNN,0.73,High Risk,Month-to-month,10,95.25
4132-KALRO,0.73,High Risk,Month-to-month,4,100.85
4871-JTKJF,0.73,High Risk,Month-to-month,1,69.65
5276-KQWHG,0.73,High Risk,Month-to-month,2,69.6
2880-FPNAE,0.73,High Risk,Month-to-month,2,74.2
2612-RANWT,0.73,High Risk,Month-to-month,12,100.15
8443-ZRDBZ,0.73,High Risk,Month-to-month,4,76.05
2876-GZYZC,0.73,High Risk,Month-to-month,13,85.95
2636-ALXXZ,0.73,High Risk,Month-to-month,1,69.6
2688-BHGOG,0.73,High Risk,Month-to-month,9,79.55
7969-AULMZ,0.73,High Risk,Month-to-month,21,97.35
9488-HGMJH,0.73,High Risk,Month-to-month,1,71.15
4210-QFJMF,0.73,High Risk,Month-to-month,4,79.15
0122-OAHPZ,0.73,High Risk,Month-to-month,7,73.85
3878-AVSOQ,0.72,High Risk,Month-to-month,1,71.25
3834-XUIFC,0.72,High Risk,Month-to-month,7,85.2
7638-QVMVY,0.72,High Risk,Month-to-month,7,79.0
0345-HKJVM,0.72,High Risk,Month-to-month,6,89.3
4706-AXVKM,0.72,High Risk,Month-to-month,11,84.8
3422-GALYP,0.72,High Risk,Month-to-month,2,79.45
9799-CAYJJ,0.72,High Risk,Month-to-month,2,69.3
2929-ERCFZ,0.72,High Risk,Month-to-month,8,94.2
4342-HENTK,0.72,High Risk,Month-to-month,2,70.65
9253-QXKBE,0.72,High Risk,Month-to-month,29,94.45
6711-FLDFB,0.72,High Risk,Month-to-month,7,74.9
2430-USGXP,0.72,High Risk,Month-to-month,24,101.05
6127-ISGTU,0.72,High Risk,Month-to-month,16,84.95
4806-KEXQR,0.72,High Risk,Month-to-month,4,79.9
4597-NUCQV,0.72,High Risk,Month-to-month,24,101.25
7218-HKQFK,0.72,High Risk,Month-to-month,2,94.2
5804-LEPIM,0.72,High Risk,Month-to-month,2,70.35
7508-MYBOG,0.72,High Risk,Month-to-month,14,86.1
7563-BIUPC,0.72,High Risk,Month-to-month,5,80.6
0871-URUWO,0.72,High Risk,Month-to-month,13,102.25
1195-OIYEJ,0.72,High Risk,Month-to-month,13,91.1
6100-QQHEB,0.72,High Risk,Month-to-month,17,92.55
0840-DFEZH,0.72,High Risk,Month-to-month,7,75.35
4229-CZMLL,0.72,High Risk,Month-to-month,6,74.9
8185-UPYBR,0.72,High Risk,Month-to-month,6,75.5
6618-RYATB,0.72,High Risk,Month-to-month,1,79.55
8541-QVFKM,0.72,High Risk,Month-to-month,8,73.5
5868-YWPDW,0.72,High Risk,Month-to-month,6,84.2
6356-ELRKD,0.72,High Risk,Month-to-month,1,95.6
9185-TQCVP,0.72,High Risk,Month-to-month,14,85.15
4395-PZMSN,0.72,High Risk,Month-to-month,5,85.55
3874-EQOEP,0.72,High Risk,Month-to-month,7,95.0
6941-PMGEP,0.72,High Risk,Month-to-month,5,80.0
6583-KQJLK,0.72,High Risk,Month-to-month,15,94.65
1980-KXVPM,0.72,High Risk,Month-to-month,3,75.05
2272-QAGFO,0.72,High Risk,Month-to-month,14,74.3
4445-ZJNMU,0.72,High Risk,Month-to-month,9,99.3
2737-WFVYW,0.72,High Risk,Month-to-month,2,45.25
9239-ZBZZV,0.72,High Risk,Month-to-month,6,47.95
8644-XLFBW,0.72,High Risk,Month-to-month,1,71.65
1363-TXLSL,0.72,High Risk,Month-to-month,1,70.3
2612-RRIDN,0.72,High Risk,Month-to-month,4,81.0
6198-RTPMF,0.72,High Risk,Month-to-month,17,92.6
6060-DRTNL,0.72,High Risk,Month-to-month,5,84.85
3254-YRILK,0.72,High Risk,Month-to-month,19,88.2
2055-PDADH,0.72,High Risk,Month-to-month,3,70.4
6437-UKHMV,0.72,High Risk,Month-to-month,7,79.7
4298-OYIFC,0.72,High Risk,Month-to-month,15,103.45
8779-QRDMV,0.72,High Risk,Month-to-month,1,39.65
8361-LTMKD,0.72,High Risk,Month-to-month,4,74.4
2369-UAPKZ,0.72,High Risk,Month-to-month,5,104.1
6168-WFVVF,0.72,High Risk,Month-to-month,3,70.3
5883-GTGVD,0.72,High Risk,Month-to-month,19,99.95
3247-ZVOUO,0.72,High Risk,Month-to-month,10,85.55
7479-NITWS,0.72,High Risk,Month-to-month,7,89.35
5288-AHOUP,0.72,High Risk,Month-to-month,11,78.5
5429-LWCMV,0.72,High Risk,Month-to-month,12,89.15
2959-MJHIC,0.72,High Risk,Month-to-month,4,80.35
0684-AOSIH,0.72,High Risk,Month-to-month,1,95.0
7831-QGOXH,0.71,High Risk,Month-to-month,18,85.2
2107-FBPTK,0.71,High Risk,Month-to-month,30,104.1
5609-CEBID,0.71,High Risk,Month-to-month,20,94.1
2026-TGDHM,0.71,High Risk,Month-to-month,7,79.3
